,contentsid,title,roadaddress,tag,introduction,latitude,longitude,contentscd.label,phoneno,repPhoto.photoid.imgpath,repPhoto.photoid.thumbnailpath,인기점수,tag_len,popular_tag,len
4263,CONT_000000000501154,리치망고,제주특별자치도 제주시 애월읍 애월해안로 272,"['스페셜망고쉐이크', '망고라떼', '수제망고코코넛잽', '망고코코넛쿠키', '카페', '망고', '음식', '망고스무디', '망고에이드', '망고주스']",제주 애월에 런칭하여 제주 전역으로 확장한 망고음료카페,33.4683713,126.3402434,음식점,070-4243-5959,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/97bd08a9-93ce-43c6-9758-36dff639848a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/303c1c5b-0fef-4fe5-957b-b83f7a2a4f26.jpg,53891.0,56,"카페,음식",5
1381,CNTS_000000000018391,김지순의 낭푼밥상,제주특별자치도 제주시 연동6길 28,"['한식코스', '한식', '향토음식', '제주요리', '전통주', '음식']",제주의 재료를 담은 낭푼 밥상. 귀한 손님이나 외국손님을 모실 때 추천할만한 제주 음식을 전문으로 하는 파인다이닝 레스토랑이다. 주차도 편안하다.,33.483483,126.4890064,음식점,064-799-0005,https://api.cdn.visitjeju.net/photomng/imgpath/202111/08/9c457f1a-a857-4504-abea-b9581fab55e6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/08/db7f2d47-e74e-471d-80d3-f50f577ecdf2.jpg,52994.0,24,"향토음식,음식,한식",10
1337,CNTS_000000000020162,운정이네,제주특별자치도 서귀포시 안덕면 일주서로 1524,"['갈치조림', '정식', '고등어구이', '갈치구이', '고등어조림', '음식', '제주갈치조림', '제주갈치구이', '생선구이정식', '생선조림', '전복뚝배기']","전복, 옥돔, 갈치, 제주의 음식을 한번에 맛보는 운정이네",33.258415,126.35306,음식점,064-738-3883,https://api.cdn.visitjeju.net/photomng/imgpath/201909/30/3ae2e00d-accb-42a5-8605-cf0e73e34dda.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201909/30/2c6d22ac-0e97-4b01-b981-1e714533bd85.jpg,48094.0,59,"갈치구이,생선구이정식,정식,고등어조림,음식,전복뚝배기,생선조림,갈치조림,제주갈치구이,고등어구이",52
3153,CNTS_000000000018299,애월더선셋,제주특별자치도 제주시 애월읍 일주서로 6111,"['카페', '커피', '브런치', '음식', '토스트', '아메리카노', '에이드', '과일주스']",애월에 위치한 애월더선셋은 노을 지는 애월 바다를 감상할 수 있는 오션뷰 브런치 카페로 운치 있는 분위기는 물론이며 맛 좋은 디저트와 음료를 제공하고 있다.,33.4560041,126.3089078,음식점,064-799-7177,https://api.cdn.visitjeju.net/photomng/imgpath/202201/10/25d4e1c3-36c5-4a68-83c0-1574de4b40fc.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202201/10/a74372ea-32ec-4d24-8c21-b7e16678694e.jpg,47707.0,31,"아메리카노,카페,커피,음식,브런치,과일주스,에이드",27
3973,CNTS_200000000007431,濟州膳제주선,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,"['한식', '흑돼지', '한우', '갈치', '고소리술', '음식']",메리어트관 제주신화월드에 위치한 한식 전문점,33.30761436022692,126.31751297987056,음식점,064-908-1260,https://api.cdn.visitjeju.net/photomng/imgpath/201904/02/3824e44f-69df-488f-87b1-a4ea438c8438.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201904/02/26cb564f-3c84-4833-aa02-6aafd1cd59ae.jpg,43422.0,20,"한식,음식,갈치,흑돼지",12
1328,CNTS_000000000001501,델문도,제주특별자치도 제주시 조천읍 조함해안로 519-10,"['카페', '커피', '빙수', '음식', '아메리카노', '에스프레소', '카페라떼', '젤라또', '바닐라라떼', '카페모카']",함덕 해수욕장 한가운데에 위치한 서우봉과 해변 풍경이 아름다운 카페,33.54379,126.668846,음식점,064-702-0007,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8577b39c-9ab7-4f8d-a5f1-c09ca6b6b15e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/67745b1a-f5c3-44f9-a6cb-5035776ea075.jpg,42764.0,43,"아메리카노,카페모카,바닐라라떼,카페,커피,음식,카페라떼,에스프레소,빙수",39
1329,CNTS_000000000001501,델문도,제주특별자치도 제주시 조천읍 조함해안로 519-10,"['카페', '커피', '빙수', '음식', '아메리카노', '에스프레소', '카페라떼', '젤라또', '바닐라라떼', '카페모카']",함덕 해수욕장 한가운데에 위치한 서우봉과 해변 풍경이 아름다운 카페,33.54379,126.668846,음식점,064-702-0007,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8577b39c-9ab7-4f8d-a5f1-c09ca6b6b15e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/67745b1a-f5c3-44f9-a6cb-5035776ea075.jpg,42764.0,43,"아메리카노,카페모카,바닐라라떼,카페,커피,음식,카페라떼,에스프레소,빙수",39
3289,CNTS_000000000019940,어진이네횟집,제주특별자치도 서귀포시 보목포로 93,"['회', '횟집', '자리물회', '물회', '음식', '한치물회', '전복물회', '문어물회', '소라물회', '매운탕', '한치']","가장 푸짐하고 정직한 물회를 먹을 수 있는 곳, 2016 KOREAT JEJU TOP 10 선정",33.2408963,126.6106901,음식점,064-732-7442,https://api.cdn.visitjeju.net/photomng/imgpath/201908/02/acd92f92-3f0a-485c-adce-554659bcb72f.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/02/dd362f66-2957-453b-a63d-825927172a6a.JPG,40582.0,42,"전복물회,물회,회,음식,매운탕,횟집,한치,한치물회",27
1578,CNTS_000000000020344,섭지코지 해녀밥상,제주특별자치도 서귀포시 성산읍 신양로122번길 60-6,"['정식', '해산물', '전복구이', '소라', '성게', '해삼', '음식', '전복버터구이', '성게미역국', '옥돔', '옥돔구이']",제주라서 가능한 해녀 밥상,33.4357261,126.9175484,음식점,064-782-4705,https://api.cdn.visitjeju.net/photomng/imgpath/202111/16/f8cd7a6b-92c8-4e1c-9cee-a294aefa15a0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/16/ebe535c0-35cd-4498-a09c-e0786bb7d6a9.jpg,40296.0,44,"해산물,옥돔구이,정식,음식,성게미역국",20
1604,CNTS_000000000018379,미친부엌,제주특별자치도 제주시 탑동로 15,"['퓨전', '주점', '크림짬뽕', '혼술', '혼밥', '음식', '회', '해산물', '고등어회', '스시', '초밥']",밤 늦게까지 주류와 퓨전 일식을 즐길 수 있는 음식점.  '미친'이라는 상호는 '맛 미'와 '친할 친'의 한자 음가에서 가져왔다.,33.517007,126.5231956,음식점,064-721-6382,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/79f9fdaf-8848-4738-aac9-d34a20c76d0d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/56a97d59-0a01-4790-a7e3-9021ee0340ff.jpg,40132.0,36,"초밥,해산물,회,음식,고등어회",16
3036,CNTS_000000000018301,우유부단,제주특별자치도 제주시 한림읍 금악동길 38,"['카페', '디저트', '아이스크림', '우유', '음식', '눈꽃우유빙수', '밀크티']",이시돌 목장에서 생산된 유기농 우유로 만든 유제품 디저트를 만날 수 있는 곳,33.34764,126.32826,음식점,064-796-2033,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/19b30440-f6bb-4978-a861-6f3e85620083.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3e416add-f614-4ce4-80ce-2a302ffae6f1.jpg,39696.0,29,"카페,아이스크림,음식,디저트",15
3272,CNTS_000000000018375,우진해장국,제주특별자치도 제주시 서사로 11,"['해장국', '고사리육개장', '사골해장국', '녹두빈대떡', '음식', '몸국']",제주 향토 음식인 고사리 해장국을 만날 수 있는 한식당,33.5114884,126.5200864,음식점,064-757-3393,https://api.cdn.visitjeju.net/photomng/imgpath/202110/22/d3315a0a-ccf0-4f0d-93c1-12c804558a71.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/22/a2f878cb-65ac-4ed8-ae18-c8850c45471a.JPG,39624.0,28,"음식,몸국,해장국",9
1190,CNTS_000000000020143,고집돌우럭(제주공항점),제주특별자치도 제주시 임항로 30,"['우럭', '우럭조림', '우럭매운탕', '음식', '횔어우럭매운탕']",오직 제주도에서만 먹을 수 있는 탱글탱글한 돌우럭 조림,33.5163432,126.5281752,음식점,064-722-1008,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/42361676-13c9-4879-a072-c219d06599c6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/67750d76-be1e-48e0-8ddf-72ac37ef78e1.jpg,39036.0,24,음식,2
3609,CNTS_000000000021950,고집돌우럭(중문),제주특별자치도 서귀포시 일주서로 879,"['우럭', '우럭조림', '우럭매운탕', '음식', '매운탕', '횔어우럭매운탕', '갈치구이', '생선구이정식']",메인메뉴는 탱글탱글 살아있는 식감의 우럭조림,33.25799,126.41676,음식점,064-738-1540,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4c7cb04a-1511-4342-88c4-f4e94e63183b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0182741b-8637-4e4a-bd31-7ed8b1bcce98.jpg,37053.0,40,"생선구이정식,갈치구이,매운탕,음식",18
3793,CNTS_000000000018400,명랑스낵,제주특별자치도 제주시 한림읍 한림로 585,"['떡볶이', '왕새우튀김', '흑돼지튀김', '생맥주', '짜장떡볶이', '음식']",제주시 한림읍에 위치한 분식집인 명랑스낵은 아늑한 실내에서도 음식을 즐길 수 있으며 옥상에도 테이블이 있어 넓은 바다와 비양도를 보면서 음식을 즐길 수 있다. ,33.409283,126.258835,음식점,070-4121-1110,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/3991da7a-b581-43a7-827d-9b59e66e6ea6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/11/daa7e2fc-971e-43b8-865a-1fe943d1aad4.jpg,35807.0,28,"떡볶이,음식",6
3689,CNTS_000000000018390,테라로사,제주특별자치도 서귀포시 칠십리로658번길 27-16,"['커피', '빵', '카페', '원두', '음식', '아메리카노', '카페라떼', '카푸치노', '핸드드립커피', '에스프레소', '디저트']","커피와 빵으로 유명한 테라로사의 서귀포지점, 쇠소깍근처, 커피용품판매",33.24944,126.618935,음식점,033-648-2760,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a98546be-22b6-4d6a-af9a-aefd312142fd.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a8c2acfe-51e3-4495-bf0c-2c09edcd5a91.jpg,35483.0,46,"아메리카노,디저트,핸드드립커피,카푸치노,카페,커피,음식,카페라떼,빵,에스프레소",43
3078,CNTS_000000000020142,김희선몸국,제주특별자치도 제주시 어영길 45-6,"['몸국', '향토음식', '한식', '음식', '고사리', '해장국', '성게미역국', '고등어구이']","건강에 좋은 모자반을 돼지뼈 육수와 함께 한소끔 끓여낸 담백한 몸국, 고사리 육개장으로 유명한 곳",33.5185392,126.4981208,음식점,064-745-0047,https://api.cdn.visitjeju.net/photomng/imgpath/202111/03/e53a0ff1-77db-433f-a0ad-e3482c24a0d2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/03/2bd6c357-8cf6-498d-b9d1-d50571cd7b2c.jpg,34997.0,33,"향토음식,몸국,음식,성게미역국,한식,고등어구이,해장국",29
3758,CNTS_000000000020150,벵디,제주특별자치도 제주시 구좌읍 해맞이해안로 1108,"['덮밥', '톳밥', '돌문어', '음식', '물회', '문어물회', '돈까스', '치즈돈까스']",돌문어 한마리가 통째로 들어간 덮밥이 유명한 평대리의 맛집,33.53775,126.83721,음식점,070-8899-7824,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/18cf4ab8-9ce0-4acc-847b-3cbdf565e445.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/bd90ee5a-140d-49af-b8e6-dde635b0f175.jpg,34865.0,30,"음식,돈까스,물회",9
3821,CNTS_000000000022562,마노르블랑,서귀포시 안덕면 일주서로2100번길 46,"['카페', '커피', '음료', '애프터눈티', '음식', '아메리카노', '바닐라라떼', '카페라떼', '녹차라떼', '돌체라떼', '딸기라떼', '디저트', '빵', '에이드', '주스', '과일주스']",산방산과 형제섬의 동쪽으로 한라산이 보이는 분위기 좋은 카페,33.254242,126.29465,음식점,064-794-0999,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0260eac5-7e18-425a-aa83-7f7fa2902878.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f8853437-8984-495d-b43d-9897917bf4ce.jpg,34741.0,67,"아메리카노,디저트,바닐라라떼,음료,카페,커피,음식,카페라떼,녹차라떼,빵,주스,과일주스,에이드",51
3594,CONT_000000000501172,국수의전설,제주특별자치도 서귀포시 효돈로 108,"['고기국수', '보말칼국수', '수육', '향토음식', '한식', '음식', '비빔국수', '돔베고기', '보말죽', '칼국수']",담백한 고기국수와 새콤달콤한 비빔국수뿐만 아니라 다양한 국수의 진수를 느낄 수 있는 곳,33.26347,126.61043,음식점,064-733-7101,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/af071ce8-b320-4dfe-9939-500b74f4d672.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d2d25247-94ef-483d-85dc-abf7cc8f0693.jpg,34583.0,42,"향토음식,칼국수,보말칼국수,음식,돔베고기,고기국수,한식",30
3484,CNTS_000000000020061,피어22,제주특별자치도 제주시 한림읍 금능7길 22,"['해산물찜', '해산물', '딱새우', '음식', '전복죽', '감바스', '빵']","바스켓 가득 랍스터테일, 딱새우, 홍합을 포함 각종 신선한 해산물을 케이준 스타일로 즐길 수 있는 이색맛집",33.389317,126.22804,음식점,064-796-7787,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/66626ca5-dd47-40ae-8f17-cd8d6f107629.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/236d174e-4ce1-44f5-9ef3-6326bb13c4d8.jpg,33197.0,25,"전복죽,음식,해산물,빵",12
1331,CNTS_000000000020098,구좌상회,제주특별자치도 제주시 구좌읍 월정1길 55,"['카페', '케이크', '음료', '음식', '디저트', '빵', '아메리카노']","여성 여행객들에게 사랑받는 킨포크 느낌의 예쁜 카페, 구좌당근케이크가 유명",33.54681,126.78381,음식점,010-6600-6648,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/85f430da-9c37-4a50-b9ac-12d575f6acf0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b779430a-9c24-46fd-9b96-72cd973fff64.jpg,32923.0,24,"케이크,아메리카노,디저트,음료,카페,음식,빵",24
1699,CNTS_200000000007430,르 쉬느아 (Le Chinois),제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 메리어트관 제주신화월드 호텔앤리조트 G층,"['중국음식', '딤섬', '북경오리', '불도장', '음식', '오리고기', '오리로스']","2018제주 푸드 앤 와인 페스티벌, 고메위크 선정된 제주신화월드 시그니쳐 중식 레스토랑",33.30761439413298,126.31747001586916,음식점,064-908-1240,https://api.cdn.visitjeju.net/photomng/imgpath/201904/01/70136ab8-ea3d-422a-ae1b-7f2157105920.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201904/01/e5faf72c-be28-45c6-b534-137bc596fc76.jpg,32304.0,29,음식,2
3419,CNTS_000000000018578,하하호호(HAHAHOHO),제주특별자치도 제주시 우도면 우도해안길 532,"['흑돼지수제버거', '수제버거', '땅콩아이스크림', '음식', '햄버거', '아메리카노', '감자튀김', '에이드', '레몬에이드', '아이스크림']","우도 북쪽, 우도 본연의 분위기가 살아있는 흑돼지 수제 햄버거집",33.50332,126.95568,음식점,010-2899-1365,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1372a88f-0fe3-4986-8b70-458d7d4fa45f.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0bd06c2c-900d-4189-a4b4-61e6c568af6c.png,31885.0,54,"아메리카노,음식,아이스크림,에이드",18
1358,CNTS_000000000020678,만덕이네,제주특별자치도 서귀포시 표선면 서성일로 16,"['향토음식', '갈치조림', '두루치기', '접짝뼈국', '음식', '제주갈치조림', '갈치구이', '제주갈치구이', '고등어구이', '고등어', '옥돔구이']",성읍민속마을 인근에 위치한 향토음식전문점인 만덕이네는 한식명인이 직접 음식을 준비하며 여러 방송 프로그램에 출연한 경력이 있는 곳이다.,33.39333,126.80123,음식점,064-787-3827,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/0c453408-ff6a-41c1-af73-32b2ce452966.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/11/13fd7369-45b0-4eaa-8acc-20fa740b2888.jpg,31533.0,56,"향토음식,갈치구이,옥돔구이,두루치기,고등어,음식,갈치조림,고등어구이,제주갈치구이",44
3482,CNTS_000000000020110,대우정,제주특별자치도 서귀포시 이어도로 866-37,"['해물뚝배기', '전복', '돌솥밥', '고등어', '음식', '옥돔구이', '전복뚝배기', '성게미역국', '제육볶음']",이중섭거리에 위치한 해산물 전문 식당이다. 마가린에 비벼먹는 전복돌솥밥이 유명하다.,33.2331332,126.5070238,음식점,064-733-0137,https://api.cdn.visitjeju.net/photomng/imgpath/202111/12/cda28ed4-39d4-4a4a-a41f-2129540dced9.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/12/17398ef7-fb51-44f1-8cc0-3f191cada4d3.jpg,31033.0,41,"해물뚝배기,옥돔구이,고등어,음식,전복뚝배기,전복,성게미역국",32
2683,CNTS_000000000018374,한림칼국수,제주특별자치도 제주시 한림읍 한림해안로 141,"['칼국수', '보말', '보말칼국수', '음식', '닭칼국수', '보말죽']",보말칼국수가 유명한 집,33.4155701,126.2615642,음식점,070-8900-3339,https://api.cdn.visitjeju.net/photomng/imgpath/202201/10/d8a205f8-2cd9-4c31-a300-becfa2220df6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202201/10/36da0af9-5842-49d9-af2d-0a9b7b29e96f.jpg,30293.0,24,"보말칼국수,음식,칼국수",12
3379,CNTS_000000000018312,카페공작소,제주특별자치도 제주시 구좌읍 해맞이해안로 1446,"['카페', '수제케이크', '에이드', '제주음료', '음식', '아메리카노', '카페라떼', '감귤', '주스', '청귤차', '에스프레소', '케이크']",아름다운 세화 바다를 바라보면서 커피 한 잔의 여유를 즐길 수 있는 카페,33.524647,126.85994,음식점,070-4548-0752,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c321f139-2382-43fe-9cd4-78c109501c50.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/73a8adaa-0297-4822-8916-c2cc300dff7a.jpg,29505.0,51,"케이크,아메리카노,카페,카페라떼,음식,주스,에스프레소,에이드",33
3506,CNTS_000000000021190,협재해녀의집,제주특별자치도 제주시 한림읍 협재3길 19,"['해물라면', '해물죽', '해산물조림', '해산물구이', '해물뚝배기', '음식', '라면']",​​​​​​​해물을 가득 올린 뚝배기 한그릇,33.39883,126.24401,음식점,064-796-7773,https://api.cdn.visitjeju.net/photomng/imgpath/202111/05/c6c152ee-699e-4157-b983-a6c7cf89354d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/05/162cf069-1d8b-460b-ae84-d639a78e8de0.jpg,29052.0,32,"음식,해물뚝배기,라면,해물라면",16
3661,CNTS_000000000019250,바다다,제주특별자치도 서귀포시 대포로 148-15,"['음료', '칵테일', '버거', '음식', '레몬에이드', '커피', '쿠키']",하우스음악과 칵테일 음식 등을 즐길 수 있는 Beach Lounge,33.236816,126.437065,음식점,064-738-2882,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/58f8a2ae-6666-4e69-ade7-93ce61616bef.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9b20bc0a-5c29-4336-b3b3-6a67eaf76996.jpg,28878.0,24,"음식,커피,음료",8
1555,CNTS_000000000020026,고래라면,제주특별자치도 서귀포시 성산읍 삼달로 104,"['라면', '국수', '비빔국수', '음식', '해물라면', '문어라면']","라면과 해물의 만남, 문어라면",33.37195,126.85841,음식점,064-782-6685,https://api.cdn.visitjeju.net/photomng/imgpath/201810/30/e79ebbdc-ab46-4260-898b-14ede1e8906b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201810/30/4ec7cfc8-2dcb-441a-8fdd-fb681658a6a5.jpg,28624.0,23,"음식,라면,해물라면",10
3648,CNTS_000000000020621,수두리보말칼국수,제주특별자치도 서귀포시 천제연로 192,"['톳보말칼국수', '톳성게칼국수', '칼국수', '음식', '전복죽', '막걸리']",제주 자연산 보말과 성게로 만든 칼국수가 유명한 곳,33.2515765,126.4251078,음식점,064-739-1070,https://api.cdn.visitjeju.net/photomng/imgpath/202110/29/b3543a1f-085d-4c0f-bc0b-53cbb0d7491a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/29/9c1903ea-3307-4f7a-9360-9231e182ffbc.jpg,28343.0,28,"전복죽,음식,칼국수",10
